model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,participant_id,kappa,alpha,theta,theta_stranger,alpha_negative,phi,base_model,theta_upper,theta_at_upper,theta_near_upper,theta_stranger_at_upper,theta_stranger_near_upper,kappa_theta
M7_theta10,84,4,-33.7340395792607,75.4680791585214,75.97440827244546,85.19134635389466,0.35192009793205614,0.42061986178391153,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10810,0.21108946553462835,0.11115000315098175,10.0,4.809768741178962,,,M7,10,True,True,False,False,2.1108946553462835
M4_theta10,84,3,-49.5298207542297,105.0596415084594,105.3596415084594,112.35209190498935,0.09780342975103166,0.14932825263992322,True,101,101,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10812,1.2387483548436482,0.08193873405806486,1.4957079488789184,,,,M4,10,False,False,False,False,1.8528057610003277
M5_theta10,84,3,-46.14211700761768,98.28423401523536,98.58423401523535,105.5766844117653,0.15598704159910465,0.2075118644879962,True,101,101,91,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10812,0.13179701219602505,0.21525784539494203,10.0,,,,M5,10,True,True,False,False,1.3179701219602504
M6_theta10,84,3,-48.58032194024706,103.16064388049412,103.46064388049412,110.45309427702406,0.11411101582558775,0.1656358387144793,True,101,101,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10812,0.48041024059080756,0.1182012791879583,1.6102694249346148,,,,M6,10,False,False,False,False,0.7735899218488597
M7_theta10,84,4,-44.75754180943117,97.51508361886233,98.02141273278639,107.23835081423559,0.1625920979237781,0.23129186177563354,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10812,0.3543251296114164,0.1389409303336859,3.938731432150439,1.0800439136535676,,,M7,10,False,False,False,False,1.395591525201264
M4_theta10,84,3,-44.34006154572559,94.68012309145118,94.98012309145118,101.97257348798112,0.18693723776908783,0.23846206065797937,True,101,101,37,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10817,3.336822213090831,0.0,0.85731350683755,,,,M4,10,False,False,False,False,2.860702753198335
M5_theta10,84,3,-44.3400615457256,94.6801230914512,94.98012309145119,101.97257348798114,0.1869372377690877,0.23846206065797926,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10817,0.4761194704130535,0.0,3.004185855388661,,,,M5,10,False,False,False,False,1.4303513784900355
M6_theta10,84,3,-53.06303454745727,112.12606909491454,112.42606909491454,119.41851949144448,0.03712069144281863,0.0886455143317102,True,101,101,38,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10817,0.7001523696297034,0.0,0.8778964566277939,,,,M6,10,False,False,False,False,0.61466128439747
M7_theta10,84,4,-43.919605627463156,95.83921125492631,96.34554036885037,105.56247845029957,0.17698360237981,0.24568336623166542,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10817,0.7001523651025889,0.0,2.202903104207888,0.3020591494096402,,,M7,10,False,False,False,False,1.5423678185029879
M4_theta10,56,3,-34.16199399606683,74.32398799213367,74.78552645367213,80.40004306433912,0.04261742057730258,0.11990465491063995,True,101,101,34,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10827,1.7642909141601792,0.0,0.7124014013277437,,,,M4,10,False,False,False,False,1.2568833195975175
M5_theta10,56,3,-33.908035288916516,73.81607057783303,74.2776090393715,79.89212565003848,0.049160009280808575,0.12644724361414594,True,101,101,91,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10827,0.5273314563054848,0.0,1.4334669700436231,,,,M5,10,False,False,False,False,0.7559122248789146
M6_theta10,56,3,-38.300964344772616,82.60192868954523,83.0634671510837,88.67798376175068,-0.06401243650241702,0.013274797830920337,True,101,101,43,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10827,0.3138386711279212,0.0,0.7352237305848515,,,,M6,10,False,False,False,False,0.23074163858846253
M7_theta10,56,4,-33.90803528891651,75.81607057783302,76.60038430332321,83.91747734077362,0.02339759783636298,0.12644724361414605,True,101,101,100,alpha;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10827,0.5273314708492368,0.0,1.4334669681156276,0.0,,,M7,10,False,False,False,False,0.7559122447102099
M4_theta10,84,3,-52.540445146774545,111.08089029354909,111.38089029354909,118.37334069007903,0.04609613354741511,0.09762095643630664,True,101,101,95,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10831,0.558619508577222,0.0400289143871479,1.094486179256965,,,,M4,10,False,False,False,False,0.611401331601087
M5_theta10,84,3,-54.74113067070795,115.4822613414159,115.7822613414159,122.77471173794585,0.008299489595809652,0.059824312484701214,True,101,101,90,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10831,0.04445809075678074,0.07900692732116392,10.0,,,,M5,10,True,True,False,False,0.44458090756780744
M6_theta10,84,3,-52.892162912527226,111.78432582505445,112.08432582505445,119.0767762215844,0.04005540168498726,0.09158022457387882,True,101,101,86,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10831,0.0377243975682624,0.07168698296203563,10.0,,,,M6,10,True,True,False,False,0.377243975682624
M7_theta10,84,4,-52.68594153870264,113.37188307740529,113.87821219132934,123.09515027277854,0.026422300642761923,0.09512206449461735,True,101,101,88,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10831,0.04644046621371329,0.07315285353093416,10.0,6.6306584588143584,,,M7,10,True,True,False,False,0.4644046621371329
M4_theta10,84,3,-11.960139351490662,29.920278702981324,30.220278702981325,37.212729099511265,0.7430604898404356,0.7945853127293272,True,101,101,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10834,0.31160110472356245,0.21700065525234577,10.0,,,,M4,10,True,True,False,False,3.1160110472356246
M5_theta10,84,3,-47.734442395535666,101.46888479107133,101.76888479107133,108.76133518760128,0.1286389470677847,0.18016376995667627,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10834,0.11175087959910925,0.18653300010477966,10.0,,,,M5,10,True,True,False,False,1.1175087959910925
M6_theta10,84,3,-31.18639474449528,68.37278948899056,68.67278948899056,75.6652398855205,0.4128506885267159,0.4643755114156075,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10834,0.1710841711564351,0.17184456648165858,10.0,,,,M6,10,True,True,False,False,1.7108417115643508
M7_theta10,84,4,-31.18639474449528,70.37278948899056,70.87911860291462,80.09605668436382,0.39567574756375207,0.4643755114156075,True,101,101,100,theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10834,0.17108417195419195,0.17184457000661774,10.0,10.0,,,M7,10,True,True,True,True,1.7108417195419197
M5_theta10,41,3,-27.45090630206018,60.90181260412036,61.550461252769004,66.04252880423329,-0.07149686615991967,0.034066185612443456,True,101,101,90,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10836,0.37964366497419016,0.2472177033211186,0.7167355066576758,,,,M5,10,False,False,False,False,0.2721040945646531
M6_theta10,41,3,-27.73918270723389,61.47836541446778,62.12701406311643,66.61908161458071,-0.08164064518795408,0.02392240658440914,True,101,101,66,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10836,0.40715560616463403,0.18833075318403847,0.4170336401091309,,,,M6,10,False,False,False,False,0.16979758452967703
M7_theta10,41,4,-27.41016360751593,62.82032721503186,63.931438326142974,69.67461548184909,-0.10525090902620067,0.03549982667028362,True,101,101,63,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10836,0.47491511318037827,0.2003055405104567,0.6628984354706812,0.1581739496304098,,,M7,10,False,False,False,False,0.3148204855086542
M4_theta10,75,3,-51.55711550773097,109.11423101546194,109.45225918447602,116.06669535607087,-0.04945706650946446,0.008250735126094089,True,101,101,92,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10838,0.03824429238087667,1.0,1.5084432855999133,,,,M4,10,False,False,False,False,0.05768934605445333
M5_theta10,75,3,-51.66792906801217,109.33585813602434,109.67388630503842,116.28832247663327,-0.051588668827876986,0.006119132807681504,True,101,101,88,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10838,0.047973342806043685,0.9708823561226907,0.08765449306963856,,,,M5,10,False,False,False,False,0.004205079044519751
M6_theta10,75,3,-51.66836131373141,109.33672262746282,109.6747507964769,116.28918696807175,-0.05159698347795153,0.006110818157607056,True,101,101,64,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10838,0.048643785031745934,0.9636685772706797,0.0,,,,M6,10,False,False,False,False,0.0
M7_theta10,75,4,-51.66792906801216,111.33585813602431,111.90728670745288,120.60581059016955,-0.07082460270639622,0.006119132807681837,True,101,101,71,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10838,0.0479733457460479,0.9708823610566104,0.0876544857626436,0.0,,,M7,10,False,False,False,False,0.004205078951683335
M4_theta10,84,3,-53.43989335557784,112.87978671115567,113.17978671115567,120.17223710768562,0.030648163661974984,0.08217298655086658,True,101,100,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10843,0.8849335595485049,0.0943096864189538,0.2951515390292903,,,,M4,10,False,False,False,False,0.2611895020394094
M5_theta10,84,3,-53.80889228629567,113.61778457259133,113.91778457259133,120.91023496912128,0.024310628811499476,0.07583545170039108,True,101,101,80,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10843,0.48750972106499424,0.16702184251114036,0.07437271643332373,,,,M5,10,False,False,False,False,0.036257422243255566
M6_theta10,84,3,-53.511705434434454,113.02341086886891,113.3234108688689,120.31586126539885,0.029414795447184887,0.08093961833607644,True,101,101,92,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10843,0.6069931231146597,0.12785051013050125,0.19912235619327806,,,,M6,10,False,False,False,False,0.12086590086770756
M7_theta10,84,4,-53.493249474048184,114.98649894809637,115.49282806202042,124.70976614346962,0.012556834514270015,0.08125659836612542,True,101,101,85,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10843,0.5965872389184704,0.12742479001618584,0.1530966559399817,0.2253713802714221,,,M7,10,False,False,False,False,0.09133551125488473
M4_theta10,84,3,-40.70415304874906,87.40830609749813,87.70830609749812,94.70075649402807,0.24938375155139827,0.30090857444028984,True,101,100,97,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10850,0.16800500402751783,0.0,10.0,,,,M4,10,True,True,False,False,1.6800500402751783
M5_theta10,84,3,-50.86333725062763,107.72667450125526,108.02667450125526,115.0191248977852,0.07490036265225887,0.12642518554115045,True,101,101,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10850,0.07882524148938314,0.0,10.0,,,,M5,10,True,True,False,False,0.7882524148938314
M6_theta10,84,3,-42.95453990721259,91.90907981442518,92.20907981442518,99.20153021095513,0.2107334901134575,0.26225831300234903,True,101,100,97,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10850,0.08176262705120409,0.0,10.0,,,,M6,10,True,True,False,False,0.8176262705120408
M7_theta10,84,4,-42.902980885074705,93.80596177014941,94.31229088407346,103.52922896552266,0.19444407231182,0.2631438361636754,True,101,101,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10850,0.08834095815236742,0.0,10.0,8.661083467823895,,,M7,10,True,True,False,False,0.8834095815236742
M4_theta10,84,3,-52.76352147906381,111.52704295812762,111.82704295812762,118.81949335465757,0.04226481071011245,0.09378963359900394,True,101,101,77,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10854,0.9685910113943231,0.021179378404047405,1.0409687807375434,,,,M4,10,False,False,False,False,1.0082730041644925
M5_theta10,84,3,-49.66337825522916,105.32675651045832,105.62675651045832,112.61920690698827,0.09550958755620498,0.14703441044509657,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10854,0.3973191740250203,0.037301690013506555,2.4237861880473313,,,,M5,10,False,False,False,False,0.9630167262482182
M6_theta10,84,3,-57.54903144761015,121.0980628952203,121.39806289522029,128.39051329175024,-0.03992604047734586,0.01159878241154566,True,101,101,32,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10854,0.01256189141453424,0.4288115218473659,10.0,,,,M6,10,True,True,False,False,0.1256189141453424
M7_theta10,84,4,-49.663378255229155,107.32675651045831,107.83308562438236,117.05002370583156,0.07833464659324124,0.14703441044509669,True,101,101,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10854,0.39731917481491125,0.037301689565990524,2.423786174353939,0.0,,,M7,10,False,False,False,False,0.9630167227220977
M4_theta10,84,3,-40.6935652212364,87.3871304424728,87.68713044247279,94.67958083900274,0.24956559686385435,0.30109041975274586,True,101,101,98,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10857,5.1778960011419235,0.0045147978069936265,0.800129304234702,,,,M4,10,False,False,False,False,4.142986324793333
M5_theta10,84,3,-28.214007448555197,62.428014897110394,62.72801489711039,69.72046529364033,0.4639012648535506,0.5154260877424421,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10857,1.1108143487642148,0.11551776977698143,10.0,,,,M5,10,True,True,False,False,11.108143487642149
M6_theta10,84,3,-45.4364300291302,96.8728600582604,97.1728600582604,104.16531045479034,0.16810717379295942,0.21963199668185096,True,101,101,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10857,1.60256717035998,0.07738403191180374,0.6466718830329083,,,,M6,10,False,False,False,False,1.0363351297434078
M7_theta10,84,4,-27.883472621748542,63.766945243497084,64.27327435742113,73.49021243887034,0.45240324002719456,0.52110300387905,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10857,1.3502113883040625,0.09192901671961112,10.0,0.18344600660900845,,,M7,10,True,True,False,False,13.502113883040625
M4_theta10,83,3,-25.222835582814646,56.44567116562929,56.749468633983724,63.70219298901909,0.5094343983716715,0.5615800022592243,True,101,101,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10858,7.707189127070015,0.026396367280957404,0.8426196279099999,,,,M4,10,False,False,False,False,6.4942288344837324
M5_theta10,83,3,-45.68925331669733,97.37850663339466,97.6823041017491,104.63502845678445,0.1536898276555933,0.2058354315431462,True,101,101,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10858,0.14628472053988467,0.10032282677485967,10.0,,,,M5,10,True,True,False,False,1.4628472053988468
M6_theta10,83,3,-24.947026669064346,55.89405333812869,56.197850806483125,63.15057516151849,0.5142284724933646,0.5663740763809175,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10858,1.3850069462466876,0.11378312257384397,1.900272464705014,,,,M6,10,False,False,False,False,2.631890563377758
M7_theta10,83,4,-24.928165850749878,57.856331701499755,58.369152214320266,67.53169413268614,0.4971744407844541,0.5667019126345246,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10858,1.3993324723657263,0.11157593442626057,1.9265476637971832,1.8226900259092367,,,M7,10,False,False,False,False,2.6958807055117266
M4_theta10,82,3,-37.167102615549716,80.33420523109943,80.64189753879174,87.55436297289219,0.29330634450815013,0.34608787039433175,True,101,100,87,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10860,0.08951857680322148,0.0,10.0,,,,M4,10,True,True,False,False,0.8951857680322148
M5_theta10,82,3,-42.82518291752684,91.65036583505368,91.95805814274598,98.87052357684644,0.19375897386651691,0.24654049975269854,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10860,0.16009359515741853,0.02094162420686174,10.0,,,,M5,10,True,True,False,False,1.6009359515741852
M6_theta10,82,3,-45.13864328417706,96.27728656835411,96.58497887604642,103.49744431014688,0.15305631779018236,0.20583784367636393,True,101,101,91,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10860,0.06645625743258018,0.002932919454225707,10.0,,,,M6,10,True,True,False,False,0.6645625743258019
M7_theta10,82,4,-39.94598950632155,87.8919790126431,88.41145953212363,97.51885600170012,0.22682120575940815,0.2971965736076503,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10860,0.19089545088580143,0.003955926463621692,10.0,2.0405628237866336,,,M7,10,True,True,False,False,1.9089545088580142
M4_theta10,82,3,-43.18090887229663,92.36181774459325,92.66951005228556,99.58197548638601,0.18750038763649415,0.2402819135226758,True,101,101,37,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10862,1.859761283865073,0.0,0.936808090967646,,,,M4,10,False,False,False,False,1.7422394179931773
M5_theta10,82,3,-42.5035044450418,91.0070088900836,91.3147011977759,98.22716663187636,0.19941853407401575,0.25220005996019734,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10862,0.17468583352520795,0.12709158309792035,10.0,,,,M5,10,True,True,False,False,1.7468583352520795
M6_theta10,82,3,-42.90859942049783,91.81719884099566,92.12489114868796,99.03735658278842,0.19229135709621753,0.24507288298239915,True,101,101,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10862,0.08470144135737832,0.4651899047794868,10.0,,,,M6,10,True,True,False,False,0.8470144135737833
M7_theta10,82,4,-38.58245111477124,85.16490222954248,85.684382749023,94.79177921859949,0.25081108472954655,0.32118645257778866,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10862,0.21692299998854822,0.34375208730215473,10.0,2.3570052420030354,,,M7,10,True,True,False,False,2.169229999885482
M4_theta10,83,3,-17.939501254715324,41.87900250943065,42.18279997778508,49.135524332820445,0.6360323539895659,0.6881779578771188,True,101,100,100,alpha;kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10863,20.0,0.0,1.1055012081090567,,,,M4,10,False,False,False,False,22.110024162181134
M5_theta10,83,3,-45.15907882411868,96.31815764823736,96.62195511659179,103.57467947162715,0.1629052506826902,0.2150508545702431,True,101,101,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10863,0.1370757050209159,0.0,10.0,,,,M5,10,True,True,False,False,1.370757050209159
M6_theta10,83,3,-23.979177592388876,53.95835518477775,54.26215265313218,61.21487700816755,0.5310514973517823,0.5831971012393351,True,101,101,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10863,0.2583897641075396,0.0,10.0,,,,M6,10,True,True,False,False,2.583897641075396
M7_theta10,83,4,-23.97917759238888,55.95835518477776,56.47117569759827,65.63371761596414,0.5136696293892645,0.5831971012393351,True,101,101,101,alpha;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10863,0.25838976585313095,0.0,10.0,10.0,,,M7,10,True,True,True,True,2.5838976585313094
M4_theta10,84,3,-57.07993422392591,120.15986844785182,120.45986844785182,127.45231884438176,-0.03186932335467885,0.01965549953421275,True,101,101,46,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10866,0.5936527925439231,0.01136224811086966,0.8150919197234545,,,,M4,10,False,False,False,False,0.483881594323816
M5_theta10,84,3,-56.34416286312495,118.6883257262499,118.9883257262499,125.98077612277984,-0.019232493670682776,0.03229232921820879,True,101,101,77,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10866,0.037345529254292215,0.08128523258707933,8.645190398851014,,,,M5,10,False,False,False,False,0.3228592109492167
M6_theta10,84,3,-57.29959142522189,120.59918285044378,120.89918285044378,127.89163324697373,-0.03564192281902718,0.01588290006986437,True,101,101,57,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10866,0.0863726224676335,0.0622283213381552,2.1872760625908207,,,,M6,10,False,False,False,False,0.18892076958664886
M7_theta10,84,4,-56.34262789676808,120.68525579353616,121.19158490746021,130.4085229889094,-0.03638107167708723,0.03231869217476813,True,101,101,94,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10866,0.04851847842617549,0.0763515791930643,6.781122229236694,0.2715647366918418,,,M7,10,False,False,False,False,0.3290097325844796
M4_theta10,84,3,-10.65696674722189,27.31393349444378,27.61393349444378,34.60638389097372,0.7654424023833036,0.8169672252721951,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10875,3.2990647341157637,0.0,1.900606604005464,,,,M4,10,False,False,False,False,6.270224220701951
M5_theta10,84,3,-45.789630067101946,97.57926013420389,97.87926013420389,104.87171053073384,0.1620409839926781,0.21356580688156968,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10875,0.13399393508640492,0.014115822602696724,10.0,,,,M5,10,True,True,False,False,1.3399393508640491
M6_theta10,84,3,-28.983633718479293,63.967267436958586,64.26726743695859,71.25971783348852,0.4506829791040582,0.5022078019929497,True,101,101,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10875,0.17989458914063577,0.0,10.0,,,,M6,10,True,True,False,False,1.7989458914063579
M7_theta10,84,4,-28.979176835506358,65.95835367101272,66.46468278493677,75.68162086638597,0.43358458484303336,0.5022843486948887,True,101,101,101,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10875,0.1843180498098908,0.0,10.0,9.548472059362512,,,M7,10,True,True,False,False,1.8431804980989082
M4_theta10,38,3,-19.978484181141585,45.95696836228317,46.662850715224344,50.869726841462324,0.12760670591372478,0.2415036828260113,True,101,101,34,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10881,1.0892380237660124,0.0,0.0,,,,M4,10,False,False,False,False,0.0
M5_theta10,38,3,-19.660081602763963,45.320163205527926,46.0260455584691,50.23292168470708,0.13969506961982095,0.25359204653210754,True,101,101,32,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10881,1.3141165373514672,0.0,0.222104446451155,,,,M5,10,False,False,False,False,0.29187112610075616
M6_theta10,38,3,-19.680812060939324,45.36162412187865,46.06750647481982,50.27438260105781,0.13890802411442754,0.2528050010267141,True,101,101,40,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10881,1.5999449344627896,0.0,0.2094560680583486,,,,M6,10,False,False,False,False,0.3351181750824482
M7_theta10,38,4,-19.55332143061751,47.10664286123502,48.31876407335623,53.65698750014056,0.10578263093643094,0.25764526681947975,True,101,101,30,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10881,1.5999449300920434,0.0,0.2717501891081221,0.1457463152430317,,,M7,10,False,False,False,False,0.434785337315094
M5_theta10,40,3,-24.606893893518457,55.213787787036914,55.88045445370358,60.28042614937873,0.0042917771368278885,0.11249390520350011,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10886,0.08129251502549571,0.38240699849596704,10.0,,,,M5,10,True,True,False,False,0.8129251502549572
M6_theta10,40,3,-26.40500774327942,58.81001548655884,59.476682153225504,63.876653848900645,-0.0605614712132697,0.047640656853402574,True,101,101,90,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10886,0.033823855742798475,0.15096649273295304,10.0,,,,M6,10,True,True,False,False,0.33823855742798475
M7_theta10,40,4,-24.606893893518457,57.213787787036914,58.35664492989406,63.96930560349266,-0.031775598885396196,0.11249390520350011,True,101,101,101,theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10886,0.08129251484362492,0.3824069964510593,10.0,0.0,,,M7,10,True,True,False,False,0.8129251484362492
M4_theta10,84,3,-40.63709694383488,87.27419388766975,87.57419388766975,94.5666442841997,0.25053543619450575,0.3020602590833973,True,101,101,98,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10887,0.08454768993225792,0.937035626969601,10.0,,,,M4,10,True,True,False,False,0.8454768993225792
M5_theta10,84,3,-49.55322799265226,105.10645598530452,105.40645598530452,112.39890638183446,0.09740141181301823,0.1489262347019098,True,101,101,101,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10887,0.1376254355751434,1.0,3.9027838710992047,,,,M5,10,False,False,False,False,0.5371223302156724
M6_theta10,84,3,-46.39386239971227,98.78772479942454,99.08772479942454,106.08017519595448,0.15166332935218185,0.20318815224107345,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10887,0.1267092086389277,0.8833594825791032,4.003952001419645,,,,M6,10,False,False,False,False,0.5073375895281339
M7_theta10,84,4,-46.361051057727444,100.72210211545489,101.22843122937894,110.44536931082814,0.135051921250723,0.20375168510257835,True,101,101,101,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10887,0.12292423151805626,0.8964101943405521,4.540855238856872,3.729514788980082,,,M7,10,False,False,False,False,0.5581811406712207
M4_theta10,81,3,-48.18483208890331,102.36966417780663,102.68135248949494,109.55301164182394,0.08834440218030742,0.14177755184286167,True,101,101,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,0.746272398510213,0.05311242143336446,1.198403656417373,,,,M4,10,False,False,False,False,0.8943355710580021
M5_theta10,81,3,-42.60934170572645,91.2186834114529,91.53037172314122,98.40203087547022,0.18764973954244776,0.24108288920500198,True,101,101,62,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,0.1747770735449581,0.31191053688467135,10.0,,,,M5,10,True,True,False,False,1.747770735449581
M6_theta10,81,3,-50.649826047348654,107.29965209469731,107.61134040638562,114.48299955871462,0.04444027181400682,0.09787342147656097,True,101,101,94,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,0.5586738044905671,0.0637839450564752,0.9429696015675942,,,,M6,10,False,False,False,False,0.5268124148267221
M7_theta10,81,4,-42.60934170572645,93.2186834114529,93.74499920092659,102.79648003014266,0.16983868965492968,0.24108288920500198,True,101,101,34,theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,0.17477707572461282,0.3119105336054207,10.0,0.0,,,M7,10,True,True,False,False,1.747770757246128
M4_theta10,41,3,-11.555675447027228,29.111350894054457,29.759999542703106,34.25206709416738,0.48781949306791633,0.5933825448402795,True,101,101,101,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10897,17.481021102275626,0.0,0.9239029637478494,,,,M4,10,False,False,False,False,16.15076720573115
